InitialTerm,Sentiment,Anger,Disgust,Fear,Happiness,Sadness,Surprise
############################################################
# This lexicon was compiled from lexicons by D.Spiliotopoulos et al., and A. Tsakalidis et al., with additions by P. Pratikakis.
# Words are not stemmed, this is meant to be used with a stemmer or POS tagger that can look up the base form.
# This works well with the "twAwler" crawler/feature extractor, and with the "el-wiktionary-parser" POS-tagger.
# Redundant entries have been commented out, and sentiment opinions have been averaged, when listed individually in each source lexicon.
############################################################
#συνωμοσία,-2,4,4,5,0,4,1
#σωσουν,1,1,1,1,5,1,1
#σωστά,2,1,1,1,4,1,1
#σύμπτωμα,-2,1,1,1,1,1,1
#σύντροφος,1,1,1.333333333,1,2.333333333,1,1.666666667
#σύντροφος,2,1,1,1,4,1,1
#σύντροφος,2,1,1.25,1,2.75,1,2
#τάφος,-3,4,3,5,0,4,1
#τέλειος,2,1,1,1,5,1,1
#τίμιος,1,1,1,1,4,1,1
#ταλέντο,2,1,1,1,4,1,1
#ταλαιπωρια,-3,4,3,3,1,3,1
#τελεσιγραφα,-2,4,4,4,1,4,1
#τελεσιγραφου,-2,4,4,4,1,4,1
#τεμπελη,-3,4,4,3,1,3,1
#τεχνηέντως,-2,1,2,1,1,1,1
#τζοβαϊρι,4,1,1,1,3.25,1,2.25
#τζόβενο,-3,2,2.666666667,1,1,1,2.333333333
#τιμή,1,1,1,1,3,1,1
#τιτίζης,-3,1.666666667,2.333333333,1,1,1,2
#τομάρι,-3,2.5,3.5,1,1,1,1.5
#τουβούλα,-3,1,2.333333333,1,1,1,1
#τουβούλα,-4,1,2.25,1,1,1,1.25
#τράβηγμα,-1,2,1,2,1,2,1
#τρέλα,-2,2,2,3,1,3,1
#τραγικός,-4,2.5,3,1.5,1,2,2.25
#τρελο,-1,3,3,4,1,3,1
#τρελοί,-2,2,2,3,1,3,1
#τρελός,-1,2.25,1.75,1.5,2.5,1,2.5
#τρελός,-2,2,2,3,1,3,1
#τρεμεις,-3,4,4,5,0,4,1
#τρομάζεις,-4,4,4,5,0,4,1
#τρομάζω,-4,1.25,1.25,3.75,1,1.25,3.5
#τρομάζω,-4,4,4,5,0,4,1
#τρομαζει,-4,4,4,5,0,4,1
#τρομαζω,-4,4,4,5,0,4,1
#τρομοκρατειτε,-4,4,4,5,0,4,1
#τρομοκρατηθει,-4,4,4,5,0,4,1
#τρομοκρατηθηκα,-4,4,4,5,0,4,1
#τρομοκρατιας,-4,4,4,5,0,4,1
#τρομοκρατουμαστε,-4,4,4,5,0,4,1
#τρομοκρατουν,-4,4,4,5,0,4,1
#τρομος,-4,4,4,5,0,4,1
#τρομου,-4,4,4,5,0,4,1
#τρυφερός,4,1,1,1,3.75,1,2.25
#τρόμος,-3,4,4,5,0,4,1
#τσομπανο,-4,3,3,3,1,3,1
#τυχερός,2,1,1,1,4,1,1
#τόνος,1,0,0,0,0,0,0
#τύψη,-4,1.25,2,1.25,1,2.25,1.5
#υπάνθρωπος,-3,2.666666667,3,1.333333333,1,1,1.666666667
#υπαίτιος,-1,2,2,3,1,2,1
#υπερήφανος,2,1,1,1,3,1,1
#υπερήφανος,3,1,1.25,1,3.75,1,2.25
#υπερβολικού,-2,3,2,3,1,2,1
#υπερηφάνεια,2,1,1,1,3,1,1
#υπερηφάνεια,3,1,1.25,1,3.75,1,2
#υπερηφανοι,2,1,1,1,4,1,1
#υπεροχο,3,1,1,1,5,1,1
#υπευθυνοτητας,2,1,1,1,3,1,1
#υπεύθυνη,-3,2,1,3,1,3,1
#υπεύθυνος,-2,2,1,3,1,3,1
#υπεύθυνος,3,1,1,1,2.333333333,1,2
#υπνηλία,-3,1,1.666666667,1,1,1,2.666666667
#υποκρίνομαι,-2,3,2,3,1,4,1
#υποκριτής,-3,2,2.666666667,1.333333333,1,1,2
#υποστηρίζει,2,1,1,1,4,1,1
#υποστηριζουμε,1,1,1,1,3,1,1
#υποστηρικτες,2,1,1,1,3,1,1
#υποταγή,-2,3,2,4,1,4,1
#υποφέρουν,-4,3,2,4,0,4,1
#υποφέρω,-4,3,2,4,0,4,1
#υποφερει,-4,5,4,5,0,4,1
#υστερία,-2,4,2,4,0,4,1
#υφεσιακη,-2,4,3,4,1,4,1
#φίλος,2,1,1,1,4,1,1
#φανατικός,-1,3,2,3,1,3,1
#φασιστες,-4,5,4,4,0,4,1
#φαύλος,-4,4,3,4,0,4,1
#φοβαμαι,-3,1,2,5,0,5,1
#φοβασαι,-3,1,2,5,0,5,1
#φοβαστε,-3,1,2,5,0,5,1
#φοβαται,-3,1,2,5,0,5,1
#φοβερό,-2,3,2,4,1,4,1
#φοβηθειτε,-3,1,2,5,0,5,1
#φοβηθηκαμε,-3,1,2,5,0,5,1
#φοβηθουν,-3,1,2,5,0,5,1
#φοβισμένοι,-3,1,2,5,0,5,1
#φοβο,-3,1,2,5,0,5,1
#φοβομαστε,-3,1,2,5,0,5,1
#φοβου,-3,1,2,5,0,5,1
#φοβούνταν,-3,1,2,5,0,5,1
#φουκαράς,-3,2,1,3,1,4,1
#φουκαραδες,-2,2,2,3,1,4,1
#φταινε,-1,3,3,3,1,3,1
#φτωχοι,-2,2,2,4,0,4,1
#φτωχους,-2,2,2,4,0,4,1
#φτωχων,-2,2,2,4,0,4,1
#φτωχός,-2,2,2,4,0,4,1
#φτωχός,-2,3,2,4,1,5,1
#φτώχεια,-2,2,2,4,0,4,1
#φυγετε,-2,4,4,3,1,3,1
#φυλακη,-4,4,3,4,1,4,1
#φωνή,1,0,0,0,0,0,0
#φωναξε,-1,3,3,3,1,3,1
#φόβος,-3,1,2,5,0,5,1
#φόβος,-4,1,1,4.75,1,1.25,2.5
#φόβους,-3,1,2,5,0,5,1
#φώναξε,-4,3,2,3,1,3,1
#χάλι,-2,4,5,4,0,4,1
#χάνει,-2,3,3,4,1,4,1
#χάνοντας,-3,3,3,4,1,4,1
#χάνουν,-2,3,3,4,1,4,1
#χάνω,-2,3,3,4,1,4,1
#χάος,-1,4,4,4,0,4,1
#χάρες,2,1,1,1,5,1,1
#χάρη,4,1,1,1,2.75,1,2
#χαίρομαι,2,1,1,1,5,1,1
#χαθηκες,-1,3,2,3,1,3,1
#χαιρεκακία,-2,3,2,3,1,3,1
#χαλαρη,1,1,1,1,3,1,1
#χαμάλης,-4,2.25,2.5,1,1,1.75,1.75
#χαμογελώ,2,1,1,1,5,1,1
#χαμόγελο,2,1,1,1,5,1,1
#χαμός,-2,4,4,4,0,4,1
#χανουμε,-2,3,3,4,1,4,1
#χαρά,3,1,1,1,5,1,1
#χαρα,4,1,1,1,5,1,1
#χασεις,-2,3,3,4,1,4,1
#χασουν,-2,3,3,4,1,4,1
#χαστουκια,-3,4,4,3,1,4,2
#χασω,-2,3,3,4,1,4,1
#χειροτερη,-3,3,3,4,1,4,1
#χειροτερο,-3,3,3,4,1,4,1
#χειρότερη,-3,3,3,4,1,4,1
#χειρότερος,-3,3,3,4,1,4,1
#χιούμορ,2,1,1,1,3,1,1
#χιούμορ,3,1,1,1,4,1,1
#χουντας,-4,5,4,5,0,5,1
#χρέωση,-2,2,1,3,1,3,1
#χρεοκοπησει,-2,4,4,5,0,4,1
#χρεοκοπησουμε,-2,4,4,5,0,4,1
#χρεοκοπησουν,-2,4,4,5,0,4,1
#χρεοκοπουν,-2,4,4,5,0,4,1
#χρεοκοπουν,-2,5,5,5,0,5,4
#χρεος,-1,4,4,5,0,4,1
#χρεους,-1,4,4,5,0,4,1
#χρεωκοπια,-2,4,4,5,0,4,1
#χτυπησουμε,-2,3,3,4,1,3,1
#χτύπησε,-2,3,3,4,1,3,1
#χυδαια,-4,4,5,4,0,3,1
#χώνω,-1,4,5,4,1,3,2
#ψέματα,-3,4,4,4,0,3,1
#ψεματα,-3,4,4,4,0,3,1
#ψεματων,-3,4,4,4,0,3,1
#ψεμματα,-3,4,4,4,0,3,1
#ψευτεσ,-3,4,4,4,0,3,1
#ψευτη,-3,4,4,4,0,3,1
#ψευτησ,-3,4,4,4,0,3,1
#ψεύδος,-3,4,4,4,0,3,1
#ψεύτες,-3,4,4,4,0,3,1
#ψυχή,2,1,1,1,4,1,1
#ψυχραιμοι,2,1,1,1,4,1,1
#ψυχρός,-2,2,1,3,1,3,1
#ψωμι,-1,1,1,1,2,1,1
#ψωνισμενου,-4,4,4,4,1,3,1
#ψώνιο,-2,4,4,4,1,3,1
#ωραίος,3,1,1,1,3.333333333,1,2.333333333
#ωραια,2,1,1,1,5,1,1
#όλεθρο,-2,4,3,4,0,4,1
#όρνιο,-3,3,3,3,1,3,1
austerity,-1,3,3,4,1,5,1
crisis,-1,4,5,5,0,4,2
grexit,-2,5,5,5,0,5,1
pressure,-1,4,4,5,0,5,1
solidarity,4,0,0,0,5,1,1
Αλλάχ,-2,3.333333333,2.666666667,1.666666667,2,2,4
Ζάμπια,-1,3,3,4,1,3,1
Ζιμπάμπουε,-1,4,5,5,0,4,2
Θεός,1,2.75,2.75,3.75,3,2,4.5
Κροίσος,-2,3,3,4,1,3,1
Παναγία,1,3.333333333,2.666666667,3.333333333,5,2.333333333,4.666666667
Ρωμιός,2,1,1,1,3,1,3.5
Χίτλερ,-4,5,4,5,0,5,1
Χριστός,-1,4.5,3.75,4.25,4,4,4.5
άβουλος,-2,5,4,5,0,4,1
άβυσσος,-2,3,3,4,1,4,1
άγγελος,2,1,1,2.333333333,4.666666667,1,3.333333333
άγνωστος,-2,2,2,2,1,2,1
άγονος,-2,2,2,2,1,2,1
άγριος,-3,3,3,3,1,3,1
άγχος,-4,1.25,1.75,4.75,1.5,1.25,1
άδειασμα,-3,2.25,2.25,1,1.25,2,1.25
άδειος,-2,2,2,1,1,3,1
άδικος,-2,3,3,3,1,3,1
άδολος,3,1,1,1,3,1,1.666666667
άθλια,-4,5,5,5,0,4,4
άθλιος,-2,3,4,3,1,4,1
άθλος,4,1,1,1,3.75,1,3.75
άκαμπτος,-2,3,3,3,1,3,1
άκαπνος,-2,1,2,1,1,2,2.5
άκαρδος,-3,3,3,4,0,5,1
άκαρπος,-2,2,2,3,1,3,1
άκρο,-1,4,3,4,1,4,4
άκυρος,-2,2,2,3,1,3,1
άλαλος,-2,2,1,3,1,2,2
άλλοθι,-2,2,2,2,1,2,1
άμιλλα,-2,1,1,1,3,1,1
άμοιρος,-2,2,2,3,1,3,1
άναμμα,-2,4,1.666666667,3,2.333333333,1,2
άναυδος,-1,2,2.25,3.75,1.5,2.25,5
άνεργος,-2,3,3,4,1,4,1
άνεση,1,1,1,1,3,1,1
άνθρωπος,2,1,1,1,3.5,1,4
άνισος,-2,2,2,3,1,2,1
άνοια,-3,2,2.333333333,1,1,2.666666667,1
άνομος,-2,3,3,3,1,3,1
άνοστος,-4,1.25,2.75,1,1,2,1.5
άντερο,-2,5,5,4,0,5,4
άξεστος,-2,3,3,3,1,3,1
άξιος ο μισθός,-3,3,3,3,0,4,0
άξιος,3,1,0,1,5,1,2
άπιστος,-2,3,3,3,1,3,1
άπονος,-4,2,1.5,1.5,1,2.5,1.25
άπορος,-2,3,3,3,1,4,1
άρνηση,-2,3,3,4,1,4,1
άρρωστος,-2,3,3,4,1,4,1
άσβεστος,1,1.666666667,1,2,1.666666667,1.666666667,1
άσεμνος,-3,2,3,1,1,1,1
άσκοπος,-2,3,3,3,1,3,1
άσμα,1,1.333333333,2.666666667,1,2.333333333,1,2
άσος,3,1,1,1,3.5,1.5,2.5
άσπονδος,-3,3.666666667,3,1.333333333,1,1.666666667,1.666666667
άσσος,3,1,1,1,3.5,1.5,2.5
άστατος,-2,3,3,4,1,3,1
άστεγος,-2,4,3,4,1,4,2
άστοργος,-3,2.333333333,3.333333333,1.333333333,1,2.666666667,1.333333333
άσχημος,-4,1.25,3.75,1,1,1.5,1.5
άτακτος,-2,3,3,3,1,3,1
άτεγκτος,-3,2,2.25,1.5,1,1.5,2
άτεκνος,-1,2,1,1,1,3,2
άτυχος,-2,3,2,3,1,4,1
άυπνος,-2,2,2,2,1,2,1
άφοβος,1,1.666666667,1,1,1,1,2
άφωνος,1,1.5,1.5,2.25,2,1.75,5
άχρηστος,-3,4,4,4,0,3,1
άψογος,2,1,1,1,5,1,1
άψυχος,-2,3,3,3,1,3,1
έγκαυμα,-2,2,2,3,1,3,1
έγκλημα,-2,3,3,4,1,3,1
έδαφος,1,0,0,0,0,0,0
έκθαμβος,4,1,1,1,3.75,1,5
έκπληκτος,1,1.25,1.25,2.25,2.25,1.75,5
έκπληξη,1,1.25,1.25,1.75,2.5,1.5,5
έκρηξη,-2,5,4,4,1,3,1
έκτακτος,-1,1,1,1,2,1,2
έκφραση,1,2,2,2,3,2.333333333,2.666666667
έλεος,-3,3,3.25,1.5,1,1.75,2.75
έλλειμμα,-2,3,2,3,1,4,1
έλλειψη,-2,3,2,3,1,4,1
έμμισθος,-1,3,3,4,1,2,1
έμπλεος,2,1,1,1.666666667,4.333333333,1,3
έμφραγμα,-2,0,1,3,0,1,3
ένθερμος,3,1,1,1,3.333333333,1,2.666666667
ένοπλος,-2,2,2,3,1,3,1
ένοχος,-2,3,2,3,1,3,1
ένσταση,-2,2,2,3,1,3,1
ένταση,-3,1,1,1,1,1,1
έντιμος,3,1,1,1,3.333333333,1,3
έντομο,-2,2,2,2,1,2,1
έντονος,1,1,1,1,1,1,1
έξαλλος,-4,5,4,4,0,4,1
έξαρση,-2,2.666666667,2,1.666666667,1,1,3.333333333
έξαψη,-1,2.75,1.5,1.5,2,1,2.25
έξοδος,-2,2,1,2,1,2,1
έξυπνος,1,2.333333333,2.333333333,1,1.333333333,1,2.666666667
έξω,-1,4,4,2,1,1,2
έπαρση,-2,3,2,3,1,3,1
έρημος,-2,2,2,3,1,3,1
έριδα,-3,4,3,4,1,3,1
έρμος,-4,1.25,1.75,1.75,1,3,1.75
έρπω,-2,3,3,3,1,2,1
έρχομαι,1,0,0,0,0,0,0
έρωτας,4,1,1,1,4.25,1,2.25
έτοιμος,1,1,1,1,3,1,1
έχθρα,-4,3,3,4,1,3,1
ήμερος,3,1,1,1,3,1,2.333333333
ήπιος,-2,1,1,1,3,1,1
ήρεμος,2,1,1,1,4,1,1
ήρωας,3,1,1,1,4,1,1
ήσυχα,2,1,1,1,4,1,1
ήσυχος,2,1.333333333,1.333333333,1.333333333,2.666666667,1.333333333,2.666666667
ήττα,-3,3,3,4,1,5,1
ίζημα,-2,1,1,1,1,1,1
ίλιγγος,-4,1.25,2.75,2,1,1.25,1.75
αέρας,1,0,0,0,0,0,0
αίγλη,2,1,1,1,4,1,1
αίμα,-2,4,5,5,1,4,3
αίσθημα,1,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667
αίσθηση,1,2,2.25,2.25,2.25,2.25,3
αίσχος,-4,5,5,4,0,5,4
αβάπτιστος,1,4,4.5,1,1,2.5,4.5
αβάφτιστος,1,4,4.5,1,1,2.5,4.5
αβέβαιος,-1,2,2,3,1,3,1
αβαθής,-2,1,1,1,1,1,1
αβεβαιότητα,-2,1,1,2.5,1,1.5,1
αβλαβής,2,1,1,1,4,1,1
αβοήθητος,-2,3,3,5,1,4,1
αβυσσαλέα,-2,1,3,3,0,2,1
αγάμητος,-4,3.5,3.5,1,1,1,1.75
αγάπη,4,1,1,1,4.75,1,2.5
αγέλαστος,-2,2,2,3,1,4,1
αγέλη,-3,4,3.666666667,3.666666667,1,2.333333333,1.666666667
αγανάκτηση,-4,5,3.5,1.25,1,1.5,1.5
αγανακτισμένος,-4,5,5,4,0,4,3
αγανακτώ,-4,5,3.5,1.25,1,1.5,1.5
αγαπημένος,4,1,1,1,4.75,1,2.75
αγαπητός,4,1,1,1,4.75,1.25,2.75
αγαπώ,4,1,1,1,4.75,1,2.25
αγγαρεία,-3,3,3,3,1,4,1
αγγούρι,-1,5,5,5,0,4,4
αγενής,-2,2,2,3,1,3,1
αγκάλιασμα,3,1,1,1,5,1,1
αγκαθωτός,-2,2,2,3,1,4,1
αγκαλιά,3,1,1,1,5,1,1
αγνός,3,1,1,1,4.25,1,2.25
αγορεύω,-3,2.333333333,3.666666667,1.333333333,1,1,1.666666667
αγρίεμα,-4,4.75,2.5,4,1,1.25,1
αγριεύω,-4,4.75,2.5,4,1,1.25,1
αγροτοπατέρας,-4,3,3.25,1,1,1,1
αγχώνομαι,-2,4,5,5,1,4,3
αγωγή,-2,1,1,1,1,1,1
αγωνία,-3,3,3,4,1,3,1
αγωνιωδώς,-3,3,3,4,1,3,1
αγωνιώ,-2,1,1,4.25,2.5,2.25,1.25
αγωνιώδης,-3,3,3,4,1,3,1
αγύρτης,-3,5,5,5,0,4,3
αγώνας,1,3,3,4,2,3,3
αδέξιος,-2,2,2,3,1,2,1
αδέσποτος,-2,2,2,2,1,2,1
αδίκημα,-2,3,3,3,1,3,1
αδίστακτος,-3,3,3,4,0,3,1
αδειάζω,-3,2.5,2.25,1,1.25,2,1.75
αδελφάτο,-3,2.5,2.75,1.25,1.5,1,1
αδελφή,1,1.5,1.75,1,2.5,1,1
αδελφικός,3,1,1,1,4.333333333,1,1
αδελφοσύνη,4,1,1,1,3,1,1
αδελφούλης,4,1,1,1,3.5,1,2.5
αδελφός,4,1,1,1,3,1,1.5
αδεξιότητα,-1,2,2,3,1,2,1
αδερφούλης,4,1,1,1,3.5,1,2.5
αδερφός,4,1,1,1,3,1,1.5
αδιάβαστος,-2,5,4,5,0,4,3
αδιάθετος,-1,1,2,1,1,4,1
αδιάκοπος,-2,1,1,2,1,1,1
αδιάλυτος,-2,1,2,2.5,1,2,2
αδιάντροπος,-4,3.5,4.5,1,1,1.5,1.5
αδιάφορος,-2,2,2,3,1,3,1
αδιέξοδο,-2,2,2,3,1,3,1
αδιαφορία,-2,2,2,3,1,3,1
αδικαιολόγητος,-2,3,3,3,1,3,1
αδυναμία,-2,2,2,2,1,2,1
αδύναμος,-2,2,2,2,1,2,1
αδύνατος,-2,2,2,2,1,2,1
αεροβατώ,-3,2,1.666666667,1,1,1.333333333,2.666666667
αερολογία,-2,3,3,3,1,3,1
αεροπειρατεία,-2,2,2,3,1,2,1
αηδής,-4,2.75,5,1.25,1,1.75,2.25
αηδία,-4,4,5,4,0,4,1
αηδιάζω,-4,2.75,5,1,1,1.5,2.25
αθέμιτος,-2,3,3,3,1,3,1
αθεόφοβος,-2,3,3,3,0,3,1
αθλιότητα,-4,5,5,5,0,4,4
αθώος,2,1,1,1,4,4,3
αιδημοσύνη,-3,2.5,2.75,2.75,1,1,2.25
αιδώς,-3,3.25,3.5,2.5,1,1,2.5
αιματηρός,-2,3,3,4,0,4,1
αιματοκύλισμα,-2,3,3,4,0,4,1
αιματοχυσία,-2,3,3,4,0,4,1
αιμοσταγής,-2,3,3,4,0,4,1
αιρεσιάρχης,-2,4,4,2.5,1,1,1
αισθάνομαι,1,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667
αισθαντικός,3,1,1,1,2.5,1.25,2.25
αισθαντικότητα,3,1,1,1,2.5,1.25,2.25
αισθηματίας,1,1,2,1,2.75,1.25,1.5
αισθηματικός,2,1,1,1,4,2,1.5
αισθηματικότητα,2,1,1,1,3.5,1.5,2
αισθηματισμός,-2,1,2,1,2,1.5,1.25
αισθηματολογία,-2,1,2,1,2.25,1.75,1.25
αισθηματολογώ,-2,1,3,1,1.333333333,1,1.333333333
αισθητήριος,1,1,2,1.5,2.5,1.5,2.5
αισθητικός,3,1,1,1,3.666666667,1,2.333333333
αισιοδοξία,3,0,0,0,5,1,2
αισχρός,-4,5,5,4,0,5,4
αιχμαλωσία,-2,3,3,4,1,3,1
αιώνιος,1,1.333333333,1.666666667,1.333333333,3,1.333333333,3
ακάθαρτος,-2,3,4,4,1,4,1
ακίνητη,-2,2,2,2,1,2,1
ακίνητος,-2,2,2,2,1,2,1
ακαδημαϊκός,1,0,0,0,0,0,0
ακαθάριστος,-2,2,2,2,1,2,1
ακαθαρσία,-2,3,4,4,1,4,1
ακαλαίσθητος,-4,1.75,3,1,1,1.5,1.75
ακαλαισθησία,-4,1.75,3,1,1,1.5,1.75
ακαλλιέργητος,-4,2.25,2.75,1,1,2.25,2
ακατάλληλος,-2,2,2,3,1,3,1
ακατάσβεστος,1,1.25,1.25,1.75,2.25,1.25,1.75
ακατάστατος,-1,2,2,3,1,3,1
ακατέργαστος,-2,1,1,1,1,1,1
ακαταστασία,-2,2,2,3,1,3,1
ακηδεμόνευτος,-2,1.5,2,2.5,1,4,2.5
ακινησία,-2,2,2,2,1,2,1
ακουστικός,2,1,1,1,3.5,1,3
ακούραστος,3,1,1,1,3,1,3.333333333
ακούσιος,-1,1,1,1,1,1,1
ακούω,1,2,2,1,3,1,3
ακραίος,-2,4,3,4,1,4,4
ακραίως,-2,4,3,4,1,4,4
ακριβός,-2,3,3,3,1,3,1
ακρωτηριάζω,-3,2,1,2,0,3,1
ακτίνιο,3,1,1,1,1,1,1
ακτινοβόλος,4,1,1,1,4.25,1,3
ακυρώνω,-2,2,2,3,1,3,1
ακόρεστος,-2,1.333333333,2.666666667,1.666666667,1,1,3
ακύρωση,-2,2,2,3,1,3,1
αλήθεια,2,2,1,3,4,1,3
αλήτης,-4,4,5,4,1,4,3
αλίμονο,-2,5,5,4,0,4,1
αλαζονεία,-3,3,2,1,1,2,2
αλαζονικός,-3,3,2,1,1,2,2
αλαζόνας,-3,3,2,1,1,2,2
αλεπού,-1,1.666666667,2.333333333,1.666666667,1,1,2
αλευρώνω,-2,3,3,1,1,1,3
αλητάκι,-3,3.666666667,4,2,1,2,2
αλητάκος,-3,3.666666667,4,2,1,2,2
αλητάμπουρας,-4,3.5,4.25,2,1,1.75,2
αληταράς,-4,4,4.75,2.25,1,2,2.25
αληταριό,-4,4,4.75,2,1,2,2.5
αλητεία,-4,4,5,4,1,4,3
αλητοπαρέα,-3,4.333333333,4.333333333,2.666666667,1,2,2.666666667
αλητοτουρίστας,-4,2.75,3.75,2,1,1.75,1.75
αλιεύω,-2,2,3.5,1,1,2,3
αλλά,1,0,0,0,0,0,0
αλλαξοκωλιά,-3,2.75,4.5,1,1,2,3
αλλεργία,-1,2,3,3,0,1,0
αλλεργικός,-1,2,3,3,0,1,0
αλληθωρίζω,-2,2.5,2.5,2,1,2,3.5
αλληλέγγυος,4,0,0,0,5,1,1
αλληλεγγύη,4,0,0,0,5,1,1
αλλοίμονο,-1,5,5,5,0,5,4
αλλοδαπός,-2,2,2,3,1,3,1
αλλόκοτος,-2,3,2,3,1,3,1
αλλόπιστος,-3,2,2.666666667,2,1,1.666666667,2.666666667
αλογομούρης,-4,2.25,4.25,1,1,1,2.25
αλτρουιστικός,3,1,1,1,3.666666667,1,2.666666667
αλυσίδα,-2,2,2,3,1,2.5,2.5
αλόγα,-4,1.5,3.75,1,1,1,2
αλόγιστης,-2,3,3,3,1,3,1
αλύπητος,-3,1.5,1.75,2,1,2.75,2
αλύτρωτος,-3,1.666666667,1.666666667,2.333333333,1,4,1.666666667
αμάν,-3,4.5,4.25,4.25,2,4,4.5
αμίμητος,2,1,1,1,3.5,1,4.5
αμαρτία,-2,3,3,4,1,3,1
αμαρτίες,-3,3,3,4,1,3,1
αμαρτωλός,-2,3,3,4,1,3,1
αμβλύς,-2,1,1,1,2,1,1
αμερικανάκι,-2,3,3,3,1,3,1
αμερικανός,2,1,1,1,1,1,1
αμετάπειστος,-3,2,2,2,0,3,2
αμηχανία,-2,2,2,3,1,3,1
αμοιβή,1,1.5,2,1,2,1,2
αμοιβαίος,2,1,1,1,4,1,2.5
αμοιβαιότητα,2,1,1,1,4,1,3
αμυδρός,-2,2,2,2,1,2,1
αμυντικός,-2,2,2,2,1,2,1
αμφίβολη,-2,2,2,3,1,3,1
αμφιβολία,-2,2,2,3,1,3,1
αμφιθυμία,-2,2,2,1,1,1.5,1.5
αμφισβητήσιμη,-2,2,2,3,1,3,1
ανάβω,-1,4,1.666666667,3.333333333,2.333333333,2.333333333,2.333333333
ανάγκη,-1,3,2,3,2,3,2
ανάγουλες,-2,3,5,3,1,3,1
ανάθεμα,-4,4.75,2.5,1.5,1,2,2.25
ανάκρουση,-2,2,2,2,1,2,1
ανάμεικτος,1,1.333333333,2.333333333,1.666666667,2.333333333,2,2
ανάμνηση,-2,2,2,2,1,2,1
ανάξιος,-2,3,3,4,1,4,1
ανάπλαση,2,1,1,1,3.5,1,2
ανάπτυξη,2,0,0,0,5,1,2
ανάστατος,-3,3.75,1.5,3.25,1.75,3,3.75
ανέκφραστος,-2,1.333333333,1.333333333,1.666666667,1.666666667,2,2.666666667
ανέντιμος,-2,3,3,4,1,4,1
ανέχομαι,-2,2,3,1,1,2,0
ανήθικος,-4,5,5,5,0,5,3
ανήσυχος,-2,2,2,4,1,3,1
ανία,-4,1.5,1,1,1,2.5,1
ανίατος,-2,3,3,3,1,3,1
ανίκανος,-4,4,5,4,0,4,3
ανίσχυρος,-2,3,2,3,1,3,1
αναίδεια,-2,3,3,3,1,3,1
αναίρεση,-2,2,2,3,1,3,1
αναίσθητος,-4,3.333333333,3.666666667,1,1,3.333333333,3.333333333
αναίσχυντος,-4,2.75,3.25,1,1,2,3
αναβολή,-2,2,2,3,1,3,1
αναγαλλιάζω,4,1,1,1,3.75,1,2.25
αναθυμίαση,-3,2,2,2,1,3,1
αναιδής,-4,4,3.666666667,1.666666667,1,2,3
αναιμικός,-2,1,2,1,1,3,1
αναιρώ,-2,2,2,3,1,3,1
αναισθησία,-4,3.333333333,3.666666667,1,1,3.333333333,3.333333333
αναισχυντία,-4,2.75,3.25,1,1,2,3
ανακάτεμα,-4,2.25,4.5,2.25,1,2.75,2
ανακαλώ,-2,2,2,3,1,3,1
ανακατεύομαι,-2,3,3,3,1,3,1
ανακατεύω,-3,3,4.333333333,2.666666667,1,2.333333333,2.333333333
ανακατωσούρης,-2,3,3,3,1,3,1
